MATK,HOTEN,SDT,EMAIL,CCCD,GIOITINH,NGAYSINH,DIEM_LOYALTY,SOTIENDATIEU,MACAPBAC
279,Kim Đặng,0920577588,user279@example.com,897044628433,Nam,2003-01-11,3878,17338358,1
280,Hạnh Hoàng,0989362741,user280@example.com,440808665223,Nữ,2003-12-13,1431,18180140,1
281,Nhật Quang Hoàng,0931806953,user281@example.com,440333695511,Nam,2001-05-19,1458,19284725,3
282,Quý ông Quang Phạm,0983773236,user282@example.com,486932052045,Nam,2005-10-22,1461,5535980,2
283,Tùng Trần,0976273326,user283@example.com,176055092038,Nam,2004-10-18,2625,5018948,1
284,Tùng Dương,0997787099,user284@example.com,391939443097,Nữ,2004-12-07,2241,13927279,3
285,Quang Trí Bùi,0989708320,user285@example.com,288008123898,Nam,1993-01-17,2587,986670,3
286,Cô Dương Vũ,0959228307,user286@example.com,809192028926,Nam,1997-01-14,1324,3491028,3
287,Thành Vũ,0928022380,user287@example.com,251406488056,Nữ,1996-08-28,1341,14194826,2
288,Cô Nhật Đặng,0917968031,user288@example.com,156355220572,Nữ,2003-07-19,2734,9534293,2
289,Thành Đặng,0969204841,user289@example.com,371124605721,Nam,1999-03-28,3334,17201680,3
290,Lan Bùi,0934755920,user290@example.com,210080155522,Nam,2002-05-05,2901,17527315,1
291,Thành Hoàng,0992647570,user291@example.com,825687025627,Nữ,1990-11-12,1149,10881389,3
292,Vi Hoàng,0938145399,user292@example.com,704743813883,Nữ,1990-05-09,407,5715200,2
293,Hạnh Thị Mai,0934074249,user293@example.com,510135348227,Nam,1998-08-10,599,11787976,2
294,Hưng Đức Đặng,0963496070,user294@example.com,861455508694,Nữ,2005-01-16,4846,8164334,3
295,Khoa Trần,0990690035,user295@example.com,638339356726,Nữ,1998-11-30,4106,15182912,1
296,Hạnh Bảo Dương,0996381555,user296@example.com,760696351117,Nam,1998-01-13,4439,9732601,1
297,Nhiên Hoàng Nguyễn,0920513067,user297@example.com,343232870879,Nữ,1997-07-29,4549,11991114,3
298,Anh Hữu Dương,0957386741,user298@example.com,356719572075,Nam,2005-08-21,2120,5211775,2
299,Phương Dương,0969793358,user299@example.com,803075970912,Nam,1990-05-25,565,1786220,2
300,Phương Mai,0991245155,user300@example.com,379546418756,Nữ,1990-01-08,1675,1578680,2
301,Bảo Bảo Phạm,0976019107,user301@example.com,188145593255,Nữ,1998-05-05,4666,12935319,1
302,Cô Lan Trần,0963476580,user302@example.com,993629424595,Nữ,2004-08-11,2452,13895449,3
303,Thành Trần,0982198757,user303@example.com,923714809930,Nam,1994-05-03,4032,12570425,1
304,Bà Kim Hoàng,0993375984,user304@example.com,914102255287,Nam,2002-09-28,4360,9086706,3
305,Quang Lê,0945057054,user305@example.com,232640873880,Nam,2004-07-31,667,12215449,3
306,Châu Trần,0974106291,user306@example.com,986514207790,Nam,1997-09-18,1070,14275322,1
307,Nam Mai Vũ,0943359179,user307@example.com,604407949273,Nữ,1993-06-04,4662,1611985,2
308,Bà Nhật Vũ,0994976610,user308@example.com,887784500588,Nam,1997-12-10,307,6566344,3
309,Quý cô An Hoàng,0950188101,user309@example.com,802303929846,Nam,1995-07-26,1200,15948668,1
310,Hạnh Trần,0964795418,user310@example.com,380794864445,Nam,1996-09-05,3677,1635726,2
311,Kim Trí Lê,0922616871,user311@example.com,484641902480,Nam,2000-07-21,1357,17463954,2
312,Dũng Tấn Bùi,0988380589,user312@example.com,816456508673,Nữ,1997-11-14,2459,821944,3
313,Hải Bùi,0997548140,user313@example.com,507521399802,Nam,1993-01-26,2033,19032932,1
314,Quý cô An Lê,0978125568,user314@example.com,933434544416,Nữ,1994-05-20,3575,14523078,2
315,Nhiên Phạm,0976441741,user315@example.com,672685264698,Nam,2001-11-01,3427,18009411,2
316,Nam Dương,0982501802,user316@example.com,950205874443,Nam,1999-10-23,290,8283327,2
317,Ngọc Phạm,0941064437,user317@example.com,812687311346,Nữ,1994-06-24,4521,13132467,2
318,Vi Lê,0921962143,user318@example.com,805889918097,Nam,1999-03-06,3467,10915536,2
319,Phúc Vũ,0970214238,user319@example.com,945182537183,Nữ,1995-06-22,1895,16487250,1
320,Hà Lê,0943364111,user320@example.com,465859674102,Nữ,2005-04-10,746,4189632,2
321,Bà Hải Hoàng,0998540212,user321@example.com,121159454017,Nam,1996-04-20,4041,7143482,3
322,Châu Mai,0999827274,user322@example.com,577823169149,Nam,1990-01-09,4117,7410246,3
323,Khoa Thị Hoàng,0994846928,user323@example.com,918775621040,Nữ,1990-04-27,2318,15332760,1
324,Bảo Mai,0975927784,user324@example.com,698653700449,Nữ,1994-05-21,4151,1042732,3
325,Bà Hương Lê,0946510293,user325@example.com,354670565247,Nam,1992-04-14,4729,11800860,1
326,Cô Phương Bùi,0971960173,user326@example.com,372226861982,Nam,2003-06-23,1512,4990133,1
327,Phúc Nguyễn,0946463305,user327@example.com,576317701983,Nữ,2001-04-30,744,19855084,2
328,Nhật Nguyễn,0965419199,user328@example.com,760205952905,Nữ,1994-12-10,2779,12821011,2
329,Anh Tùng Nguyễn,0984350677,user329@example.com,804692354065,Nam,1995-05-22,1399,10639398,1
330,Cô Lan Bùi,0942541853,user330@example.com,984404453760,Nam,2001-10-23,166,14307509,3
331,Châu Bùi,0961252952,user331@example.com,589235127935,Nam,1996-11-30,731,4772931,1
332,Quang Dương,0972256748,user332@example.com,794613092046,Nữ,1995-03-29,4284,6473068,1
333,Hà Mai Bảo Trần,0968498895,user333@example.com,707809447218,Nam,2003-07-15,4132,1338976,1
334,Quý cô Vân Lê,0944126826,user334@example.com,229188076754,Nữ,1990-02-15,4024,14512677,1
335,Bác Phúc Lê,0931514107,user335@example.com,424873986023,Nữ,1995-01-01,2344,6632079,2
336,Quý cô Ngọc Lê,0944397755,user336@example.com,281607340564,Nữ,2000-11-13,2310,6935345,2
337,Bà Lâm Bùi,0910585819,user337@example.com,847381117564,Nữ,1996-03-14,3939,13261619,1
338,Anh Nam Nguyễn,0992167631,user338@example.com,159776624265,Nữ,2001-05-21,2839,17550758,1
339,Hạnh Trần,0932329020,user339@example.com,350149312227,Nam,1999-02-20,1228,17419520,3
340,Quang Hoàng,0955619910,user340@example.com,998157762756,Nữ,2003-04-08,402,14749787,1
341,Linh Trần,0963781269,user341@example.com,725927339255,Nữ,1991-09-05,2420,3588693,1
342,Phương Mai Bảo Phạm,0914982016,user342@example.com,730055962747,Nam,1992-03-06,3685,9516392,2
343,Khoa Bảo Bùi,0949177916,user343@example.com,860176466872,Nữ,1994-09-11,2698,4926824,3
344,Dũng Hữu Đặng,0970716861,user344@example.com,536675345951,Nữ,2003-05-16,4033,10794798,2
345,Duyên Dương,0947220737,user345@example.com,739421346673,Nữ,1997-12-11,4549,13281717,3
346,Bà Hà Lê,0992677685,user346@example.com,758572534797,Nữ,1993-06-13,1930,16012180,2
347,Chị Duyên Đặng,0977111378,user347@example.com,953264730623,Nam,2004-12-09,713,1980377,1
348,Chị Bảo Trần,0930131642,user348@example.com,221407672432,Nam,1992-03-30,4486,17321574,3
349,Nhật Thế Hoàng,0973096661,user349@example.com,354336515379,Nữ,1990-01-22,539,18396512,1
350,Anh Phúc Đặng,0929204427,user350@example.com,201670755507,Nam,2000-11-12,3551,2987470,2
351,Quý cô Khoa Đặng,0973732263,user351@example.com,425031287111,Nam,2000-02-21,1247,12874930,3
352,Vân Vũ,0980820038,user352@example.com,689754048986,Nữ,2003-08-14,2325,11204371,2
353,Thành Bùi,0926017247,user353@example.com,265313535756,Nam,2005-08-08,514,3412552,3
354,Lan Trần,0999773264,user354@example.com,727319457202,Nam,2000-11-20,4621,5901669,3
355,Châu Lê,0997941972,user355@example.com,260890450794,Nữ,1995-10-11,1771,16923691,2
356,Xuân Nguyễn,0945797793,user356@example.com,595935667460,Nữ,2001-08-23,2644,13807623,3
357,Quang Mai Bảo Lê,0986572061,user357@example.com,789321218181,Nữ,1998-10-31,1288,15075604,2
358,Cô Hải Đặng,0974798405,user358@example.com,474033685631,Nữ,2003-02-14,158,16327846,2
359,Cô Khoa Nguyễn,0958296459,user359@example.com,283930114902,Nữ,2002-03-02,1108,13231387,2
360,Nhật Tấn Nguyễn,0991005542,user360@example.com,861193601269,Nam,1990-08-15,3744,5527174,3
361,Tú Hữu Nguyễn,0974505138,user361@example.com,329443912113,Nữ,1991-09-11,4261,9791909,3
362,Bà Thành Mai,0952270938,user362@example.com,535930684976,Nữ,1992-05-01,3934,1377091,1
363,Ánh Lê,0943516418,user363@example.com,692663156053,Nam,1994-03-18,576,6188192,3
364,Quý cô Bảo Mai,0971687584,user364@example.com,393349242208,Nữ,1994-06-30,1691,11704491,2
365,Duyên Lê,0969583700,user365@example.com,404989212023,Nữ,2001-09-22,3162,9672155,2
366,Chi Phạm,0964155846,user366@example.com,379642511927,Nam,1999-04-12,2357,17636325,2
367,Khoa Đức Trần,0953696775,user367@example.com,983619554060,Nam,1990-11-26,1262,1552483,1
368,Hạnh Vũ,0935329752,user368@example.com,113012884577,Nữ,1993-02-19,1647,16656462,3
369,Bác Phúc Bùi,0974224774,user369@example.com,585180233562,Nữ,1996-10-20,2424,11686028,3
370,Châu Đức Hoàng,0984125661,user370@example.com,371746699736,Nữ,1991-05-10,581,9668687,2
371,Lan Trần,0917117413,user371@example.com,472365839823,Nữ,1996-04-27,74,15183319,3
372,An Xuân Đặng,0943096911,user372@example.com,446983610152,Nữ,2004-11-17,4529,16569501,3
373,Cô Hồng Bùi,0927461078,user373@example.com,579386380745,Nam,1997-12-27,1317,14693891,2
374,Nhật Mai,0987908358,user374@example.com,590848640069,Nữ,2005-10-03,2889,1767911,3
375,Bác Quang Bùi,0977956142,user375@example.com,810830328603,Nam,2000-09-22,4500,14752918,2
376,Châu Bùi,0945093190,user376@example.com,566009042667,Nam,1993-03-16,1305,8957716,3
377,Anh Phúc Trần,0995284051,user377@example.com,361017173599,Nữ,1996-08-21,1619,9394378,2
378,Quý cô Ngọc Đặng,0951358625,user378@example.com,883542369912,Nam,2001-09-16,956,6070516,2
379,Xuân Đặng,0974416825,user379@example.com,854254974246,Nữ,2000-02-07,4211,13486540,1
380,Nhiên Thế Bùi,0946702339,user380@example.com,973316932220,Nam,2003-03-24,4585,16486576,3
381,Quý cô Vân Vũ,0954561913,user381@example.com,625921466436,Nữ,1999-01-25,3501,15893485,2
382,Bảo Nguyễn,0922191531,user382@example.com,579799922271,Nam,1996-10-11,429,4834091,1
383,Bà Nhật Vũ,0975817624,user383@example.com,659290899048,Nam,1995-03-02,148,6709132,2
384,Bác Bảo Phạm,0981461708,user384@example.com,180720022624,Nam,2000-02-26,3594,17474058,3
385,Thành Quang Nguyễn,0928712245,user385@example.com,792511421485,Nam,1990-10-17,1567,19966557,2
386,Chị Chi Vũ,0938149226,user386@example.com,825252501291,Nữ,2001-09-27,2945,4206349,2
387,An Mai Nguyễn,0938495075,user387@example.com,529003750547,Nam,2002-11-20,2316,4253568,2
388,Vũ Mai,0973993589,user388@example.com,732023746104,Nữ,1993-09-10,158,8058038,1
389,Hạnh Tấn Lê,0963011466,user389@example.com,257093943148,Nữ,1992-03-16,1562,19284061,1
390,Hoàng Mai Bảo Nguyễn,0924144500,user390@example.com,183947058704,Nam,1999-09-02,2797,9285955,3
391,Vân Nguyễn,0931551181,user391@example.com,224887413626,Nữ,1997-08-28,4212,17914949,2
392,Vũ Tấn Nguyễn,0957011430,user392@example.com,833929928734,Nữ,1994-11-25,831,4932780,3
393,Dương Hoàng,0910072934,user393@example.com,775244375305,Nam,2004-08-04,3969,8082621,1
394,Hạnh Vũ,0945805505,user394@example.com,937877853615,Nam,1992-08-31,1432,19385730,1
395,Minh Hải Nguyễn,0916443963,user395@example.com,769336220676,Nam,1995-01-19,3909,12860829,2
396,Anh Mai Bảo Đặng,0954245385,user396@example.com,153022915608,Nữ,2004-11-14,2358,17673885,1
397,Thành Mai,0965935265,user397@example.com,362786706071,Nam,2001-12-02,408,6663735,1
398,Phúc Đặng,0912489454,user398@example.com,521687085886,Nam,2004-09-06,936,8509342,1
399,Hải Hữu Trần,0940573953,user399@example.com,916231736594,Nữ,1992-04-07,2626,14217485,2
400,Phương Phạm,0984574562,user400@example.com,310527040432,Nam,2000-02-26,2748,2887259,3
401,Kim Trần,0963674656,user401@example.com,415126357111,Nam,1992-03-29,836,14556281,1
402,Bảo Mai,0985984224,user402@example.com,202216476685,Nam,1997-07-05,628,7615296,2
403,Quý cô Hương Vũ,0990707467,user403@example.com,393894939950,Nữ,1999-10-20,2974,14394534,1
404,Ông Huy Vũ,0944193967,user404@example.com,904899024091,Nam,1993-05-07,1665,7103281,1
405,Nhật Lê,0964122265,user405@example.com,956877830811,Nam,1992-08-25,4605,18284073,1
406,Phương Bảo Phạm,0989158903,user406@example.com,159220324895,Nam,1991-04-10,1650,14288437,1
407,Ông Hưng Bùi,0912960919,user407@example.com,586504091396,Nam,1993-05-17,1332,8105105,1
408,Châu Hải Hoàng,0957338880,user408@example.com,488142818825,Nữ,1995-03-19,3010,17323630,2
409,Vũ Thế Nguyễn,0939433820,user409@example.com,434865707353,Nữ,1995-05-22,1578,6574752,2
410,Phương Dương,0931011293,user410@example.com,737214542328,Nam,2003-10-20,1833,19720139,3
411,Minh Dương,0931851083,user411@example.com,394328462379,Nữ,2002-07-12,1121,3685694,3
412,Cô Bảo Nguyễn,0995061557,user412@example.com,552299880703,Nữ,1993-05-19,1439,18774040,3
413,Chị Nhật Trần,0951880449,user413@example.com,602229274411,Nam,1990-10-12,2090,15176614,2
414,Kim Hoàng Vũ,0917165478,user414@example.com,640363310708,Nữ,2002-12-14,2657,2092476,3
415,Bà Khoa Phạm,0988523380,user415@example.com,266304158651,Nữ,1994-01-20,3548,1523401,2
416,Dũng Quang Hoàng,0916935578,user416@example.com,422291733053,Nam,1990-04-29,3810,17583815,3
417,Hoàng Thị Hoàng,0923390433,user417@example.com,716050901811,Nữ,1993-04-03,2773,18620687,2
418,Khoa Văn Hoàng,0928301069,user418@example.com,725307769405,Nữ,2000-02-06,4820,12012262,1
419,Dương Phạm,0955292135,user419@example.com,243125805133,Nam,2004-03-30,3464,3562451,1
420,Quang Dương,0992960970,user420@example.com,666517746976,Nữ,2002-01-18,1803,10643445,1
421,Nhật Hải Nguyễn,0925097024,user421@example.com,627096709133,Nam,1998-12-13,2450,17232406,2
422,Khoa Tấn Đặng,0911384392,user422@example.com,343541011479,Nam,2004-09-06,4572,13247300,1
423,Bà Ngọc Bùi,0963754325,user423@example.com,996785946546,Nam,2004-08-24,964,2104442,3
424,Nhật Vũ,0976608990,user424@example.com,972466667113,Nam,2005-11-06,674,4496649,1
425,Hưng Hữu Dương,0979547171,user425@example.com,292080571184,Nam,1997-04-24,2861,9620831,2
426,Ông Hưng Hoàng,0957572529,user426@example.com,324345130141,Nữ,1990-08-23,3929,15708208,2
427,An Trí Trần,0974251742,user427@example.com,347235075507,Nữ,1997-10-11,4442,13226926,2
428,Quang Hoàng,0935777999,user428@example.com,878353751539,Nam,2004-07-22,1693,23129,1
429,Cô Dương Đặng,0971621190,user429@example.com,479144550043,Nam,2000-06-02,1099,3929366,3
430,Hải Phạm,0921496162,user430@example.com,284390071617,Nam,2001-12-05,4643,17479042,3
431,Ông Quang Đặng,0945927411,user431@example.com,397968760324,Nam,1998-10-04,2648,11335489,1
432,Bà Phương Mai,0976166395,user432@example.com,239814565912,Nữ,1997-05-22,4226,13873682,2
433,Thành Phú Mai,0946372338,user433@example.com,672320128186,Nam,1995-11-12,1511,11191992,3
434,Khoa Bùi,0919173868,user434@example.com,768460392076,Nam,1994-03-29,564,10556109,2
435,Cô Nhật Bùi,0968286331,user435@example.com,368324248135,Nam,1996-11-22,2742,15758138,1
436,Châu Đặng,0977628379,user436@example.com,916058058013,Nam,2002-08-12,4970,3483137,3
437,Hà Hữu Hoàng,0936872183,user437@example.com,469104884390,Nữ,1998-12-10,2282,3148615,2
438,Ông Nhiên Vũ,0948479986,user438@example.com,640778792990,Nam,2002-12-26,4940,3297110,2
439,An Phạm,0944222745,user439@example.com,365679351325,Nữ,1991-08-27,97,3885553,2
440,Nhật Phạm,0939051251,user440@example.com,727430796226,Nữ,2004-05-24,3260,2256047,3
441,Quý ông Khoa Lê,0937937626,user441@example.com,810499949270,Nữ,2001-01-18,660,8658105,2
442,An Đức Bùi,0912319480,user442@example.com,824273192870,Nữ,1998-06-23,3308,735794,3
443,Trung Đặng,0942738140,user443@example.com,425243275571,Nữ,1992-03-31,1039,7397711,1
444,Dũng Mai,0972177258,user444@example.com,302386977040,Nam,2004-10-23,2940,15599546,1
445,Cô Linh Mai,0943309272,user445@example.com,360517191010,Nữ,1996-10-12,1929,19515018,3
446,Bảo Phạm,0997658636,user446@example.com,383369416386,Nam,2005-03-10,3276,5801495,2
447,Cô Kim Mai,0968572002,user447@example.com,598094541401,Nam,1991-06-21,4587,13124508,1
448,Quý ông Minh Mai,0978341828,user448@example.com,343292524301,Nữ,2001-05-23,4117,6270866,1
449,Lan Đặng,0997858415,user449@example.com,312554857363,Nam,1994-04-07,569,17698151,2
450,Minh Văn Bùi,0966606939,user450@example.com,684507224447,Nam,2001-09-14,2622,13278921,1
451,Quý cô Thảo Mai,0991228758,user451@example.com,438401923162,Nữ,1997-09-04,2368,4235079,3
452,Tùng Thế Nguyễn,0966813681,user452@example.com,527990417258,Nam,1998-12-18,1384,15510180,2
453,Bà Hạnh Phạm,0920305827,user453@example.com,789866140066,Nữ,1998-06-20,307,16799021,2
454,Yến Trần,0936147451,user454@example.com,736399459942,Nữ,1997-02-12,2620,16076430,2
455,Phúc Bảo Phạm,0992054100,user455@example.com,684518396636,Nam,1999-12-24,3402,11040002,2
456,Cô Kim Hoàng,0976467116,user456@example.com,306095884633,Nữ,2000-06-20,2766,16501790,2
457,Quý ông Quang Vũ,0922392318,user457@example.com,832814953142,Nam,2003-05-23,304,18810633,3
458,Nhật Thế Lê,0988981924,user458@example.com,507453171694,Nữ,2000-06-02,339,949927,3
459,Quý cô Bảo Lê,0977995011,user459@example.com,616321956332,Nữ,2002-03-06,1567,2181114,1
460,Lâm Phú Phạm,0919841948,user460@example.com,537954855039,Nam,2000-12-13,1826,9386200,1
461,Anh Bùi,0975290413,user461@example.com,959032407665,Nữ,2004-02-10,2979,5566776,3
462,Bác Nam Trần,0982114088,user462@example.com,840051988621,Nữ,1992-03-25,805,12087933,3
463,Tú Thị Hoàng,0990378892,user463@example.com,839558406173,Nam,1992-05-08,2522,14398262,2
464,Nam Bùi,0936900536,user464@example.com,534744048521,Nữ,2003-06-09,4697,5173543,1
465,Hương Trần,0938731663,user465@example.com,532402349337,Nam,1991-10-18,1545,2538086,2
466,Hồng Phạm,0915175866,user466@example.com,198331828163,Nữ,1993-05-30,4253,9934000,2
467,Nhật Trần,0912209061,user467@example.com,536451966298,Nữ,1990-08-24,3639,1653401,1
468,Bà Lan Trần,0936076745,user468@example.com,541477281168,Nữ,2000-09-07,205,14839198,3
469,Lâm Đức Mai,0910017558,user469@example.com,677610584186,Nam,2001-12-06,2161,17465281,2
470,Vũ Lê,0911038014,user470@example.com,732022664648,Nữ,1990-08-15,3601,1449228,3
471,Thành Mai,0987420787,user471@example.com,183501971120,Nam,2002-06-21,2034,3302241,1
472,Thành Bảo Vũ,0972837567,user472@example.com,302862441725,Nữ,1994-01-28,4432,1407850,1
473,Dương Đặng,0917306048,user473@example.com,325282656590,Nam,2001-12-03,2237,10432866,3
474,Bác Tú Đặng,0940236744,user474@example.com,930583890704,Nam,2003-05-20,4824,14189149,2
475,Ông Hoàng Lê,0925009914,user475@example.com,249698414254,Nam,1991-04-25,3680,19507232,3
476,Hạnh Thế Lê,0973960779,user476@example.com,686709581958,Nam,1991-06-24,1438,885348,2
477,Anh Bảo Hoàng,0921055876,user477@example.com,607699799349,Nam,2002-10-04,1442,18145380,1
478,Bác Quang Hoàng,0926513467,user478@example.com,160235823624,Nam,1997-12-10,842,16333508,2
479,Anh Hưng Mai,0991367072,user479@example.com,826278217388,Nữ,2005-08-06,4985,19808056,3
